us playing board games with friends	Game night with Alex, Maria, and David at our place last winter, playing Catan.	Game night at Alex's apartment	New Year's Eve party with our friends	Family playing Monopoly at Christmas	Intense game night with Sarah, Mark, and Ben. We were playing Settlers of Catan in our dining room.	Carving pumpkins with the kids in the backyard for Halloween 2023.	The kids, Leo and Mia, making a huge mess with flour while baking cookies in the kitchen on a rainy Saturday.	Celebrating Grandma's 80th birthday dinner at The Oak Room restaurant, January 15, 2024.
Find pictures from the awards night at work	Our team winning the 'Innovator of the Year' award at the company gala, November 2023.	The company summer picnic 2023	My first day at the new job	Our team-building retreat in the mountains	My 30th birthday party at The Ainsworth rooftop bar, with all my friends, June 10, 2024.	Our engagement photos with Alex, taken at sunset on Cannon Beach, Oregon, July 2024.	The kids, Leo and Mia, building a massive sandcastle at Cannon Beach last summer.	Hiking the Inca Trail to Machu Picchu with my friends Alex and Sam, September 2023.
Mom with her plants	Video of Mom humming and watering her plants on the balcony on a sunny morning.	Mom baking in the kitchen	planting flowers in the backyard with Dad	rainy day at home	The kids carving pumpkins on the back porch for Halloween 2023.	Video of baby Leo's first steps in the living room, March 15, 2023.	Grandma Helen's 80th birthday celebration with all the cousins at the community hall, May 2018.	Photos of the kitchen renovation progress, showing the before and after of the cabinets we painted.
Work outing at Lakeview Park	The whole marketing team at the annual company picnic, Lakeview Park, August 2023.	The team's virtual holiday party in 2021	My presentation at the quarterly meeting	Family picnic at the park	My messy kitchen counter after baking sourdough bread for the first time, January 2024.	Leo's 1st birthday party in our backyard, July 15, 2023. He's smashing his cake.	Celebrating our 10th wedding anniversary at The French Laundry in Napa Valley, June 2023.	Celebrating my daughter Emily's 5th birthday party with a princess theme in the backyard.
Us in cowboy hats on Broadway street	My friend Sarah's bachelorette party weekend in Nashville, Tennessee, two summers ago.	Photos from Sarah's wedding day	My bachelorette party in Las Vegas	Going to a concert in Nashville with my husband	Hiking the Inca Trail to Machu Picchu, Peru with friends Alex and Maria, Day 3, May 2022.	The finished sourdough bread I baked on Sunday morning, cooling on the kitchen counter. April 2024.	My wife and I watching the sunset on our honeymoon in Santorini, Greece.	Baby Leo taking his first wobbly steps in the living room, March 2023. He walked from the sofa to me.
our weekly game night	My friends Mark, David, and I playing board games at my apartment, last Friday night.	Playing video games with Mark	Friends at the bar last month	Family game night with the kids	Before and after photos of the vegetable garden I built in the backyard. Project completed in May 2024.	Leo's first time riding his bike without training wheels at Greenwillow Park, May 5, 2024.	Our cat, Mittens, knocking over the Christmas tree ornaments, December 2022.	Video of my daughter Chloe taking her first steps in the living room, around her first birthday in March 2022.
Find photos of my cat in a sunbeam	My cat, Mittens, napping in a sunbeam on the living room rug on a quiet Tuesday afternoon.	Our dog, Buster, sleeping on the couch	Mittens playing with a toy mouse	The cat sleeping on my bed	The whole family hunting for Easter eggs in Grandma Susan's backyard. The kids have full baskets. Easter Sunday, April 2023.	Me and Sarah hiking the trail at Yosemite National Park during our trip in August 2023.	Before and after shots of our DIY kitchen renovation project, completed in March 2023.	The kids carving pumpkins on the back porch for Halloween 2023.
That board game night from a while back	Game night with Alex, Maria, and Ben at our apartment. We were playing Catan.	Playing video games with Ben	Dinner party with my family	Going to a board game cafe with Alex	Dad's 70th surprise birthday party at the community hall, May 5th, 2023.	The whole family together for Thanksgiving dinner at Grandma's house, 2022.	Our cat, Mittens, curled up sleeping in a sunbeam on the living room rug. A quiet Tuesday afternoon in March.	Hiking the 'Angel's Landing' trail with college friends at Zion National Park, May 2021.
Halloween prep on the back porch	Kids carving pumpkins on the back porch for Halloween, October 2023.	Kids in their Halloween costumes trick-or-treating	Decorating the Christmas tree	The family Easter egg hunt in the backyard	Hiking with Alex and Ben at Yosemite National Park, posing by the waterfalls in May 2023.	The view from the top of the mountain during our hike in Yosemite National Park, May 2021.	New Year's Eve party at Jessica's apartment, December 31, 2022. Countdown to midnight with all our friends.	Watching Taylor Swift perform on stage during the Eras Tour in Seattle, July 2023.
that moment I finished the 26.2 miles	Me crossing the finish line at the Chicago Marathon, October 2023. I was so exhausted but proud.	my photos from the 10k race in my hometown	my trip to Chicago for a conference	my brother running the New York marathon	Our cat, Mittens, sleeping inside an empty pizza box on the kitchen counter on a Tuesday night.	Playing board games (Settlers of Catan) with college friends during a rainy Saturday night, November 2023.	Our cat, Mittens, sleeping inside a cardboard box, November 2023.	Camping trip with Mark and Sarah at Yosemite National Park, making s'mores by the fire, August 2023.
Leo's first steps	Baby Leo taking his first steps in the living room, around his first birthday in August 2024.	Leo's first words	Baby Leo crawling on the kitchen floor	My nephew's first steps	Leo's first steps in the living room, May 20, 2023.	Our cat, Jasper, sleeping in a sunbeam on the living room rug. A quiet Sunday morning.	Me crossing the finish line at the Chicago Marathon, October 2023. I look exhausted but happy.	Our team winning the 'Innovator of the Year' award at the company offsite in Austin, November 2023.
Family gathering at my grandmother's house	The whole family together for Thanksgiving dinner at Grandma's house, November 2022.	Christmas party at my house in 2023	Family reunion at the lake last summer	Easter brunch with mom and dad	Leo's 5th birthday party with a superhero theme at our house, March 2024.	Our cat, Mittens, hiding in a cardboard box in the study, winter 2022.	My cat, Mittens, sleeping in a sunbeam on the living room rug, on a lazy Sunday afternoon.	Our cat, Mittens, sleeping in a sunbeam on the new blue rug.
Everyone at the dinner table in November	The whole family around the dinner table for Thanksgiving, November 2023. Dad is carving the turkey.	Christmas dinner with the family	Mom baking pies in the kitchen for Thanksgiving	Fourth of July barbecue in the backyard	My friends and I at the Taylor Swift concert, MetLife Stadium, May 2023.	The whole family gathered for Thanksgiving dinner at Grandma's house, November 2024.	Leo taking his first steps in our living room, between the couch and the coffee table. March 15, 2023.	Celebrating Sarah's 30th birthday with a surprise party at The Rooftop Bar, last summer.
me and the kids making breakfast together	Making Sunday morning pancakes with the kids, Emily and Sam.	family dinner on Thanksgiving	baking a birthday cake for Emily	the kids eating breakfast before school on a weekday	My proposal to Emily at sunset on a cliffside in Oia, Santorini, Greece, June 2023.	Attending my cousin Jessica's wedding in Napa Valley, October 2023.	Video of the massive thunderstorm we watched from our covered porch last summer, August 2023. The lightning was incredible.	Me holding up the first loaf of sourdough bread I successfully baked in my kitchen, January 2020.
The backyard party with the bouncy castle	Celebrating my daughter Emily's 5th birthday party with a princess theme in the backyard.	Emily's first day of school	Liam's superhero-themed birthday party	Emily's 4th birthday at the petting zoo	Me making sourdough bread from scratch in the kitchen on a rainy Sunday morning in March.	Making pancakes with the kids, Mia and Tom, on a lazy Sunday morning, January 2024.	My work team's pasta-making class at 'The Italian Kitchen', October 2023.	Lily's 5th birthday party in the backyard, with the bouncy castle. July 2023.
pictures from my hiking trip with David	Hiking the Eagle Peak trail with David on a foggy morning, last summer.	biking on the beach with David	hiking in the desert with my family	our camping trip last winter	Celebrating Grandma's 80th birthday at The Olive Branch restaurant, August 2023. The whole family was there.	Me and Sarah eating gelato in front of the Colosseum, Rome, July 2022.	Watching the sunrise from the summit of Haleakalā in Maui during our anniversary trip, October 2021.	Me and Sarah watching the sunset over the Santorini cliffs, Greece trip, September 2023.
find photos from the Q4 launch in 2023	My team's project launch celebration at the office, with the whiteboard full of notes in the background, Q4 2023.	the company holiday party 2023	after-work drinks with the team	team meeting from last week	Me crossing the finish line of my first half-marathon, May 5, 2024.	Me on a ladder, painting the nursery a light sage green color before Olivia was born. Weekend in May 2021.	Caught our cat, Mittens, tangled up in the Christmas lights again. Silly cat. December 2023.	Me crossing the finish line at the Chicago Marathon, with a big smile, October 8, 2023.
Show me our photos from Japan	Our family trip to Kyoto, Japan in Spring 2022, visiting the Fushimi Inari shrine with its red torii gates.	Our trip to Tokyo Disneyland	Hiking in the mountains last summer	Family photos from Christmas 2022	A photo of the sunrise over the lake from our back deck, with a cup of coffee on the railing. A quiet morning in August.	Our Friendsgiving dinner party at the new apartment, November 2023.	A video clip of me learning to play 'Blackbird' on my acoustic guitar in the living room, spring 2024.	My team receiving the 'Innovator of the Year' award at the company offsite in Austin, TX, May 2024.
Countdown to midnight with everyone	New Year's Eve party at our apartment with friends, ringing in 2025.	Christmas dinner with family	My birthday party from last year	Fourth of July barbecue with friends	Family carving pumpkins on the back porch for Halloween 2023.	Baby Leo taking his first steps in the living room, a shaky video from March 5th, 2023.	My first time successfully riding a bike without training wheels, Central Park, Summer 2019.	The moment David proposed to me under the Eiffel Tower during our trip to Paris, March 2024.
Photos from Zion National Park, May 2024	Hiking with Emily and Mark at Zion National Park, May 2024.	Camping trip at Yosemite last year	Beach vacation in Florida	Hiking near our house last weekend with just Mark	Playing the board game 'Catan' with Grandma and Grandpa at their house during a rainy weekend last November.	Making homemade pasta with the kids in our kitchen on a rainy Saturday afternoon, March 4th, 2024.	Bringing our new beagle puppy, Buster, home for the first time, October 2023.	Intense game night with Sarah, Mark, and Ben. We were playing Settlers of Catan in our dining room.
Kids helping make pancakes	A short video of making pancakes with the kids on a lazy Saturday morning in the kitchen, winter 2023.	Baking Christmas cookies with the family	Making a quick dinner on a weeknight	The kids eating pancakes at IHOP	Hiking the Inca Trail to Machu Picchu with Sarah, Day 3 near the Sun Gate, summer 2023.	Video of Leo's first wobbly steps in the living room. May 8, 2024.	My cat, Mittens, sleeping inside a cardboard box on the living room floor.	My brother David and I at the summit of Mount Rainier, after a long hike. August 2022.
getting ready for Halloween 2023	The kids carving pumpkins on the back porch for Halloween 2023.	Kids in their Halloween costumes trick-or-treating	Christmas morning 2023	Carving the turkey for Thanksgiving	Me and Dad building the deck in the backyard, summer of 2021.	Me holding my finished pottery vase from the ceramics class, final session, April 2024.	First picture of us in our new empty living room after getting the keys, August 5, 2023.	The whole family gathered for Thanksgiving dinner at Grandma's house, November 2024.
Inca Trail photos with Alex and Sam	Hiking the Inca Trail to Machu Picchu with my friends Alex and Sam, September 2023.	Our trip to the Grand Canyon with my family	Skiing with friends in Colorado	Alex's birthday trip to Mexico	Making homemade pasta with Grandma Rosa in her kitchen on a Sunday afternoon, October 2023.	Our cat, Mittens, curled up sleeping in a sunbeam on the living room rug last Tuesday afternoon.	Video of baby Leo taking his first steps in the living room, November 15, 2023.	Painting the nursery a light blue color before Liam was born. Spring 2023.
Our backyard party for Independence Day	Backyard BBQ with the neighbors for the 4th of July, watching the fireworks, 2023.	Memorial Day BBQ at my parents' house	Watching the town parade on 4th of July	Labor Day weekend at the lake	Dad's 70th surprise birthday party at the community hall, May 5th, 2023.	Painting the nursery a light blue color before Olivia was born, January 2024.	My friends and I after finishing the city marathon, posing with our medals at the finish line, October 2023.	Making homemade pasta with Grandma Maria in her kitchen, a Sunday afternoon in Fall 2022.
when we all got together in November 2023	The whole family around the dinner table for Thanksgiving at Mom's house, November 2023.	Christmas morning 2023	Fourth of July BBQ in our backyard	Easter brunch at grandma's house	Baby Leo taking his first steps in the living room, towards Mom. March 15, 2024.	Video from the security camera of me slipping on the icy driveway while taking out the trash, winter 2022.	Our team's annual retreat at Lake Tahoe, group photo by the water, September 2023.	Maya's 5th birthday party at the local park, with the unicorn-themed cake. July 2022.
that special dinner in november	Our 10th wedding anniversary dinner at 'The Italian Place' downtown. November 5, 2023.	My wife's birthday dinner	Our wedding photos from 10 years ago	Dinner with friends at that sushi place	The whole family carving pumpkins on the front porch for Halloween, 2023.	Hiking trip to Zion National Park with Maria and Ben, October 2022.	Celebrating Sarah's 30th birthday with a surprise party at The Rooftop Bar, last summer.	The whole hiking group at the summit of Mount Beacon, after a long morning climb, Fall 2022.
Our cat basking in a sunbeam	Our cat, Mittens, sleeping in a sunbeam on the kitchen floor on a Tuesday afternoon.	Mittens playing with her toy mouse	Our dog, Max, sleeping on the couch	The cat hiding under the bed	Me and David hiking the trail to Grindelwald First in the Swiss Alps, August 2022.	Our cat, Mittens, napping in a sunbeam on the living room rug on a lazy Sunday afternoon.	Liam's first soccer game, playing for the Blue Jays. He scored a goal! Fall 2023.	Thanksgiving dinner at Grandma's house, November 2023. The whole family was there.
when we celebrated Sarah turning 30 last fall	Celebrating Sarah's 30th birthday at The Old Oak Tavern, November 10, 2023.	My own 30th birthday party	Sarah's wedding photos	New Year's Eve party at Mark's house	Group photo of me, Alex, and Maria at the summit of Mount Rainier after our hike, August 2024.	Baking sourdough bread in the kitchen on a rainy Sunday, March 2024.	Making chocolate chip cookies with the kids, Maya and Ben, on that rainy Saturday afternoon.	Making pancakes with the kids on a lazy Saturday morning. Flour everywhere! March 2024.
The big family gathering in November	The whole family squeezed around the table for Thanksgiving dinner at my parents' house. November 2024.	Christmas morning opening presents	Fourth of July barbecue in the backyard	My cousin's wedding reception	Me proudly showing off the vegetable garden I built in the summer of 2021.	Me and Sarah watching the sunset over the Grand Canyon, Arizona trip, September 2022.	My trip to Kyoto with Sarah, cherry blossom season, Spring 2022.	Me, Sarah, and Mark at the Colosseum in Rome, Italy, summer 2022.
Pancake day with my little girl.	Sunday morning, making pancakes with my daughter, Chloe, in the kitchen.	Chloe's birthday breakfast in bed.	Reading a book with Chloe before bed.	Making dinner with my husband last Sunday.	My and David's 5th wedding anniversary dinner at The French Laundry, September 2022.	Baby Leo taking his first steps in our living room, March 5, 2024.	The day we brought our corgi puppy, Winston, home for the first time. March 2023.	Our cat, Mittens, sleeping in a tiny cardboard box she squeezed into.
That music festival in summer 2022	Watching The Killers perform live with Alex and Chloe at the music festival, July 2022.	Watching a movie with Alex at home	Beach day with Chloe	Company picnic July 2022	Our team's project launch party at the office, celebrating the 'Phoenix' release, December 2021.	My work team celebrating the successful 'Project Phoenix' launch with pizza and beer at the office, November 2023.	The marketing team's annual offsite retreat at a cabin in Lake Tahoe, Winter 2023.	Watching the sunrise from the summit of Haleakalā in Maui during our anniversary trip, October 2021.
autumn foliage hike	View from the summit of Mount Beacon after our hike, overlooking the Hudson Valley, Fall 2023.	Beach trip in summer 2023	Skiing at Hunter Mountain	Walk in the local park with the dog	Me and Sarah eating gelato in front of the Colosseum in Rome, Italy. August 2021.	Our cat, Mittens, curled up sleeping in a sunbeam on the living room rug, a quiet Tuesday afternoon.	Me working on my pottery project, making a vase on the wheel in the community studio.	Chloe's 2nd-grade school play, 'The Little Mermaid', where she was a starfish. December 2023.
the cat in her favorite box	Our cat, Mittens, hiding in a cardboard box in the study, winter 2022.	our dog playing in the backyard	Mittens sleeping on the bed	unpacking boxes after we moved	The day we brought our tiny rescue kitten, Milo, home from the shelter. September 2022.	Our 10th wedding anniversary dinner at 'The Italian Place' downtown. November 5, 2023.	Our cat, Mittens, sleeping in a sunbeam on the new blue rug.	Me crossing the finish line at the Chicago Marathon, with a big smile, October 8, 2023.
a romantic moment on the balcony	Me and Chloe watching the sunset from our apartment balcony with a glass of wine. A perfect quiet evening, last Tuesday.	Watching the sunrise on the beach during vacation	Chloe's birthday dinner at that Italian restaurant	The New Year's Eve party we hosted on the balcony	The whole family gathered around the dining table for Thanksgiving dinner at Grandma's house, 2024.	My cat, Mittens, sleeping in a sunbeam on the living room rug. A quiet Tuesday afternoon in March.	Celebrating Sarah's 30th birthday at The Old Oak Tavern, November 10, 2023.	A photo of the sunrise over the lake from our back deck, with a cup of coffee on the railing. A quiet morning in August.
The backyard project from summer 2022	Me and my dad building the wooden deck in the backyard, finished in July 2022.	Painting the living room with my mom	Dad fixing the car in the garage	Family barbecue on the new deck	Our cat, Mittens, napping inside a cardboard box in the study last spring.	Celebrating Grandma's 80th birthday at The Olive Branch restaurant, August 2023. The whole family was there.	Celebrating Chloe's 30th birthday with a surprise party at 'The Rooftop Bar', last summer.	Our cat, Mittens, napping in a sunbeam on the windowsill.
that picture from when I finally passed my driving test	Me holding up my new driver's license at the DMV, May 15, 2021.	My high school graduation photo	The day I got my first car	My sister's first driver's license	Me and my friends Sarah and Mark in front of the Eiffel Tower, Paris trip, June 2023.	Game night with Alex, Maria, and David at our place last winter, playing Catan.	Hiking with Alex and Chloe at Zion National Park, Utah, during our road trip in Fall 2022.	Our black cat, Shadow, curled up sleeping in the sunbeam on the living room rug.
Show me photos from the Grand Canyon	Watching the sunset over the Grand Canyon during our family road trip, August 2023.	Sunrise at the Grand Canyon	Our trip to Yosemite National Park	Beach sunset photos from our Hawaii trip	Carving pumpkins on the back porch with the kids, Halloween 2022.	Me and Sarah watching the sunset from our balcony in Santorini, Greece, during our anniversary trip in July 2022.	The kids building a huge pillow fort in the living room on a rainy Sunday afternoon.	Me proudly standing next to the bookshelf I built from scratch in the garage. Finished it in January 2024.
office party last year	The 'Phoenix' project launch party at the office, our team celebrating with champagne. May 15, 2023.	Our team's holiday dinner party	A normal day at the office	The 'Odyssey' project planning meeting	Group selfie with Alex, Chloe, and Ben at the Lollapalooza music festival, July 2023.	The day I got my first car, a blue Honda Civic. May 15, 2024.	The beautiful homemade pasta I made for our anniversary dinner at home, February 14th, 2024.	Playing the board game 'Catan' with Grandma and Grandpa at their house during a rainy weekend last November.
photos from our anniversary celebration	My husband and I dancing at our 10th wedding anniversary party, June 2024.	Our first dance at our wedding	My sister's wedding reception	Valentine's day dinner from this year	Playing board games with Alex and Chloe at their apartment, New Year's Eve 2023.	Celebrating my daughter Emily's 5th birthday party with a princess theme in the backyard.	Our cat, Mittens, curled up sleeping in a sunbeam on the living room rug. A quiet Tuesday afternoon in March.	Our 5th anniversary dinner at that Italian place downtown with the fairy lights, 'La Trattoria'. September 21, 2023.
Find the clip of Leo walking for the first time in the living room	Video of baby Leo taking his first steps in the living room, March 2022.	Leo's first birthday party	Baby Chloe learning to crawl	Audio of Leo saying his first word	Audio recording of Grandma telling the story about how she met Grandpa. Recorded on my phone, July 4th, 2020.	Grandma's 80th birthday party in our backyard, with the whole family, July 2024.	Carving pumpkins with my cousins at Miller's Farm for Halloween 2021.	Video of the fireworks finale at the Coldplay concert, MetLife Stadium, July 2023.
The cat in the sunbeam	My cat, Mittens, sleeping in a sunbeam on the living room rug.	Our dog Buster playing in the yard	Mittens playing with a toy mouse	A video of a lion sleeping at the zoo	Baby Leo taking his first steps in the living room, March 2024.	Sarah and Mike's wedding reception at The Grand Hall, October 12, 2023.	Baby Leo taking his first steps in the living room, March 2024.	My partner Sarah and I in front of the Eiffel Tower lit up at night, Paris, August 2022.
Show me the Inca Trail hike from a couple years ago	Me and Sarah hiking the Inca Trail to Machu Picchu, Peru, May 2022.	Hiking in Yosemite with Tom	Sarah's trip to Thailand	My family vacation in Mexico	Our cat, Mittens, curled up sleeping in a sunbeam on the living room rug last Tuesday afternoon.	Our cat, Jasper, napping in a sunbeam on the kitchen floor.	My first attempt at pottery class, getting my hands dirty with the clay wheel, Saturday afternoon.	My presentation on AI ethics at the Tech Innovate Conference in Austin, Texas. June 2023.
Find the clip of Leo learning to walk in the living room	Baby Leo taking his first steps in the living room, March 2024.	Leo's first birthday party	Baby Leo crawling on the floor	Videos of Leo saying his first words	Baby Leo taking his first steps in our living room, March 5, 2024.	Work team building event at the 'Peak Performance' climbing gym, March 2024. My team, 'The Innovators', won the relay challenge.	My friend Sarah's bachelorette party weekend in Nashville, Tennessee, two summers ago.	Baby Chloe taking her first steps in the hallway, January 2024.
Find my photos from the Fushimi Inari hike	Me and Maya walking through the thousands of torii gates at Fushimi Inari Shrine in Kyoto, Japan. Spring 2022.	Our trip to Tokyo Skytree	Hiking in the mountains last spring with David	Pictures from the cherry blossom festival in Washington D.C.	My work team celebrating after our big project launch at the office. We ordered pizza. May 2023.	The whole family carving pumpkins on the back porch, October 2023.	Watching The Lumineers live at Red Rocks Amphitheatre with Chloe, June 2023.	Playing the board game 'Catan' with Alex and Maria at their new apartment, a weekend night in February 2024.
Pictures of my colleagues by the lake	The marketing team's off-site retreat at Lake Tahoe in September 2021.	The 2022 company holiday party	My family vacation to Lake Tahoe	Sales team conference in Las Vegas	Me and Dad building the deck in the backyard, summer of 2021.	Me and David hiking the trail to Vernal Fall in Yosemite National Park. We're standing in front of the waterfall, soaked from the mist. August 2021.	Me on a ladder, painting the nursery a light sage green color before Olivia was born. Weekend in May 2021.	Our cat, Jasper, napping in a sunbeam on the kitchen floor.
Leo's first steps	Baby Leo's first steps in our living room, January 12, 2025.	Leo's first birthday party	Videos of Leo crawling	My daughter Emma learning to ride her bike	Making homemade pasta with Emily on a rainy Saturday night, February 2024.	Thanksgiving dinner at Grandma Helen's house, November 2023. The whole family is around the dining table.	The kids, Leo and Mia, building a massive sandcastle at Cannon Beach, Oregon during our family trip.	Video of me and Dad finally finishing the deck we built in the backyard, celebrating with a beer, Spring 2023.
celebrating with Maya for her big 3-0	Celebrating Maya's 30th birthday at The Rooftop Bar, downtown. August 12, 2023.	My own 30th birthday party	New Year's Eve party downtown with friends	Maya's bachelorette weekend in Miami	Celebrating the 'Project Phoenix' launch with the team at the office rooftop bar, June 2023.	Me and Sarah under the cherry blossom trees in Kyoto, Japan, April 2022.	Playing board games with Alex and Chloe at their apartment, New Year's Eve 2023.	Watching 'The Killers' perform live at Madison Square Garden, front row, October 2022.
my daughter's dance performance	Watching my daughter, Chloe, perform in her school's 'Winter Wonderland' ballet recital, December 2023.	Chloe's end-of-year soccer game	the school's spring musical production	going to see a professional performance of The Nutcracker	Me holding up the big trout I caught during the fishing trip with Dad at Lake Tahoe, summer 2021.	Me and my dad building the wooden deck in the backyard, finished in July 2022.	Game night with the college crew at Mark's apartment, celebrating his new job, January 2024.	Friendsgiving dinner at our apartment with Sarah, Mark, and Emily, November 2023.
Photos from the Eagle Peak trail	Hiking the Eagle Peak trail with Alex on a beautiful, sunny autumn day.	Skiing trip with Alex	Beach day in the summer	Hiking alone at Runyon Canyon	Our cat, Mittens, napping in a sunbeam on the windowsill.	The day we brought our tiny rescue kitten, Milo, home from the shelter. September 2022.	Family carving pumpkins on the back porch for Halloween, October 2022.	Team dinner at 'The Italian Place' after closing the big project, March 2024.
Leo's first steps in 2024	Baby Leo's very first wobbly steps in the living room, January 15, 2024. He was so proud of himself!	Leo's first birthday party	Video of the baby crawling on the floor	Our daughter Anna's first steps	Baby Leo taking his first steps in the living room, March 2024.	Ringing in the new year with friends at Sarah's apartment, New Year's Eve 2023-2024.	Hiking the Eagle Peak trail with my brother, David, during the fall of 2021. The autumn leaves were amazing.	Family vacation to Rome, Italy, July 2022. A picture of all of us in front of the Colosseum at sunset.
That time we all went to the Italian place for Grandma's birthday	Celebrating Grandma's 80th birthday at the Italian restaurant, March 2023. The whole family was there.	Grandpa's 80th birthday celebration	Christmas dinner at the Italian restaurant	Grandma's 75th birthday at our house	Maria and David's wedding reception at The Grand Hall, October 12, 2022.	Our team winning the 'Innovator of the Year' award at the company gala, November 2023.	My team after we won the 'Innovator of the Year' award at the company offsite in Austin, Texas. March 2024.	Video of Lily's first school play where she was a tree, December 2023.
Me in the conference room giving an update	Presenting the Q3 project results to the team in the office conference room, October 15, 2023.	The company holiday party in December	Team lunch at the Italian place	Working from home during the pandemic	The kids, Leo and Mia, building a massive pillow fort in the living room on a rainy Saturday afternoon.	Baby Leo taking his first steps in the living room, January 15, 2024.	Baby Leo taking his first steps in our living room, March 2023.	Our cat, Mittens, sleeping in a cardboard box that's way too small for her.
Maya's fifth birthday.	Maya's 5th birthday party at the local park, with the unicorn-themed cake. July 2022.	Leo's 5th birthday party.	Maya's 4th birthday party at home.	Family picnic at the park, summer 2022.	Me and the team after winning the local soccer championship, Spring 2023.	Hiking with Alex and Chloe to the summit of Mount Beacon to watch the sunrise, fall 2020.	Presenting my project at the annual company conference in Chicago, June 2023.	Liam's first soccer game, playing for the Blue Jays. He scored a goal! Fall 2023.
Show me the family gathering at my grandmother's place	The whole family around the dinner table for Thanksgiving at Grandma's house, November 2023.	Christmas dinner at our house 2023	Grandma's 80th birthday party	Fourth of July barbecue in the backyard	Grandma Eleanor's 80th birthday dinner at 'La Trattoria', May 14, 2023. The whole family was there.	Celebrating Sarah's 30th birthday at The Old Oak Tavern, November 10, 2023.	My son Leo's first steps in the living room, January 15, 2024.	Our team winning the 'best costume' award at the company Halloween party, October 2024.
Halloween 2023 photos	The kids, Maya and Ben, carving pumpkins on the front porch for Halloween 2023.	Kids in their Halloween costumes trick-or-treating	Dyeing Easter eggs with Maya and Ben	Carving the Thanksgiving turkey	Our team's project launch party at the downtown office, celebrating the 'Phoenix' release, November 2023.	Team dinner celebrating the 'Apollo' project launch at 'The Italian Place' downtown. March 15, 2022.	Making smiley-face pancakes with the kids on a lazy Saturday morning, January 2024.	The kids carving pumpkins on the back porch for Halloween, October 2021.
Find pictures from Halloween on the back porch.	Carving pumpkins on the back porch with the kids, Halloween 2022.	The kids in their Halloween costumes trick-or-treating.	Baking a pumpkin pie for Thanksgiving.	Decorating the house for Christmas.	Our cat, Mittens, sleeping inside a cardboard box in the study.	Me and Sarah eating gelato in front of the Colosseum in Rome, Italy, summer 2023.	Dinner at that new Michelin star restaurant, 'The Grove', for our anniversary, May 15, 2024.	My partner David and I having a picnic at Golden Gate Park on our anniversary, June 4th, 2024.
my team doing that building exercise in the snow	Team building activity at the company retreat in Lake Tahoe, Winter 2023.	the company holiday party in the office 2023	team lunch at the office last month	my family vacation in Lake Tahoe	My trip to Kyoto with Sarah, cherry blossom season, Spring 2022.	Liam taking his first steps between the couch and the coffee table in our living room, March 2024.	Our cat, Mittens, sleeping inside a cardboard box in the study. So typical!	My team's project launch celebration at the office, with the whiteboard full of notes in the background, Q4 2023.
Our jack-o'-lantern creations from a few years ago	Carving pumpkins with Mark and Chloe in Mark's garage for Halloween 2021.	Our Halloween costumes from last year	Christmas party at Chloe's apartment	Apple picking in fall 2021	Celebrating Grandma's 80th birthday at The Olive Branch restaurant, August 2023. The whole family was there.	The kids carving pumpkins on the back porch for Halloween, October 2021.	Me and Sarah hiking the trail at Yosemite National Park during our trip in August 2023.	My daughter Emily's first time riding her bike without training wheels in the driveway. Spring 2024.
Photos from September 21st, 2023	Our 5th anniversary dinner at that Italian place downtown with the fairy lights, 'La Trattoria'. September 21, 2023.	Valentine's Day dinner from 2023	Our first date at the coffee shop	Our anniversary dinner we cooked at home	Voice clip of my kids laughing uncontrollably after I told them a silly dad joke in the car on the way to school, maybe from last winter.	My presentation at the Tech Innovate conference in Austin, TX, June 2024.	My cousin Sarah's wedding reception, dancing with my grandparents, held at the Grand Ballroom in May 2021.	Leo's 5th birthday party at the 'Jump Zone' trampoline park, March 18, 2022.
The party at the community hall last June	Mom and Dad's 40th wedding anniversary party at the community hall, June 8, 2023.	Dad's 70th birthday party	My wedding anniversary photos	Thanksgiving dinner at my parents' house 2023	My proposal to Jessica at sunset on Ka'anapali Beach, Maui, May 15, 2024.	Lily's 5th birthday party in the backyard, with the bouncy castle. July 2023.	My team after we won the 'Innovator of the Year' award at the company offsite in Austin, Texas. March 2024.	Hiking with Mark and Chloe at Zion National Park during our Utah road trip, Memorial Day weekend 2021.
Find hiking pictures from last summer	Hiking with Alex and Sarah in Yosemite National Park, posing by the big waterfall, summer 2023.	Our beach trip with Alex and Sarah	Hiking in Zion National Park	Family vacation to Yosemite in 2021	Me proudly holding up the sourdough bread I baked for the first time in our kitchen, during the winter of 2020.	Video of my son Leo riding his new red bike without stabilizers for the first time in Central Park, May 2023.	Watching the sunrise from the summit of Haleakalā in Maui during our anniversary trip, October 2021.	Me finally reaching the summit of Mount Rainier after a grueling 2-day hike, September 2022.
The whole family at our place for the holidays	The whole family gathered for Thanksgiving dinner at our house, 2023.	Christmas dinner 2023	Easter brunch with the family	Thanksgiving at Mom's house in 2022	Baby Chloe taking her first steps in the hallway, January 2024.	Our cat, Mittens, curled up sleeping in a sunbeam on the living room rug last Tuesday afternoon.	My proposal to Emily at sunset on a cliffside in Oia, Santorini, Greece, June 2023.	Me and Sarah hiking the Inca Trail to Machu Picchu, Peru, August 2022.
